"Area","Item","Year","Area_harvested","Yield","temperature","precipitation","humidity","Soil_PH","Soil_Nitrogen","Soil_OM","VHI","ASI"
"Yemen","Other beans, green",1997,1778.0,55169.0,25.39,200.59,49.5,6.55,0.022,1.32,0.58,7.1
"Yemen","Other beans, green",1998,1831.0,55784.0,25.91,194.35,52.3,6.54,0.046,0.87,0.65,0.58
"Yemen","Other beans, green",1999,1925.0,56743.0,25.45,214.04,49.3,7.81,0.038,0.71,0.62,1.26
"Yemen","Other beans, green",2000,1934.0,57699.0,25.39,197.8,49.7,6.48,0.038,1.34,0.56,1.5
"Yemen","Other beans, green",2001,1989.0,56938.0,25.5,187.46,51.6,6.78,0.028,1.28,0.5,7.12
"Yemen","Other beans, green",2002,2024.0,57396.0,25.61,191.71,47.47,7.27,0.047,1.27,0.47,6.11
"Yemen","Other beans, green",2003,2056.0,57690.0,25.73,188.65,48.2,7.64,0.057,1.38,0.44,14.53
"Yemen","Other beans, green",2004,940.0,60957.0,25.52,189.78,45.1,7.87,0.048,1.43,0.48,4.78
"Yemen","Other beans, green",2005,474.0,61920.0,25.51,186.67,45.52,6.75,0.058,1.15,0.44,8.95
"Yemen","Other beans, green",2006,550.0,62509.0,25.58,186.67,47.0,7.02,0.061,1.0,0.41,17.04
"Yemen","Other beans, green",2007,599.0,63189.0,25.66,209.41,50.1,7.69,0.042,0.88,0.4,30.57
"Yemen","Other beans, green",2008,617.0,63485.0,25.24,188.76,46.9,6.96,0.047,1.4,0.48,10.16
"Yemen","Other beans, green",2009,631.0,64929.0,25.77,186.05,49.0,7.29,0.027,0.82,0.43,13.79
"Yemen","Other beans, green",2010,671.0,64694.0,25.79,186.7,44.8,6.79,0.045,1.38,0.58,0.22
"Yemen","Other beans, green",2011,575.0,62330.0,25.56,190.64,47.7,8.08,0.062,0.97,0.48,6.11
"Yemen","Other beans, green",2012,701.0,63652.0,25.52,185.33,50.4,6.88,0.042,1.37,0.43,17.44
"Yemen","Other beans, green",2013,724.0,63384.0,25.49,185.39,41.7,6.71,0.04,1.33,0.51,3.73
"Yemen","Other beans, green",2014,586.0,72133.0,25.6,188.42,41.6,7.38,0.053,1.41,0.56,5.29
"Yemen","Other beans, green",2015,498.0,72149.0,25.95,186.12,39.9,6.68,0.06,0.88,0.49,15.69
"Yemen","Other beans, green",2016,443.0,79345.0,25.65,190.08,39.6,6.5,0.036,1.34,0.54,5.67
"Yemen","Other beans, green",2017,429.0,70629.0,25.75,188.83,41.1,6.52,0.023,1.09,0.54,6.44
"Yemen","Other beans, green",2018,457.0,74000.0,25.5,187.61,40.4,6.88,0.021,0.74,0.54,6.74
"Yemen","Other beans, green",2019,443.0,74694.0,25.94,185.96,41.7,6.93,0.059,0.71,0.65,4.16
"Yemen","Other beans, green",2020,443.0,73143.0,25.62,188.15,42.4,7.51,0.039,0.74,0.57,3.56
"Yemen","Other beans, green",2021,447.0,73946.0,25.64,186.96,41.0,7.96,0.029,1.2,0.64,3.85
"Yemen","Other beans, green",2022,444.0,73928.0,25.51,190.54,43.0,7.97,0.051,1.06,0.68,4.59
"Yemen","Other citrus fruit, n.e.c.",1961,0.0,0.0,24.97,263.95,47.8,7.0,0.039,0.71,0.48,88.81
"Yemen","Other citrus fruit, n.e.c.",1962,0.0,0.0,24.92,181.77,46.61,8.02,0.044,0.74,0.49,83.01
"Yemen","Other citrus fruit, n.e.c.",1963,0.0,0.0,25.07,326.33,47.63,6.86,0.019,0.85,0.65,23.02
"Yemen","Other citrus fruit, n.e.c.",1964,0.0,0.0,24.68,273.92,44.71,7.5,0.057,1.14,0.68,36.85
"Yemen","Other citrus fruit, n.e.c.",1965,0.0,0.0,25.02,193.81,45.83,7.02,0.037,1.1,0.46,20.2
"Yemen","Other citrus fruit, n.e.c.",1966,0.0,0.0,25.17,163.81,47.89,7.25,0.047,1.38,0.34,19.73
"Yemen","Other citrus fruit, n.e.c.",1967,0.0,0.0,24.84,268.0,46.0,8.0,0.039,0.96,0.69,80.95
"Yemen","Other citrus fruit, n.e.c.",1968,0.0,0.0,24.8,248.63,47.4,7.78,0.036,0.82,0.62,76.87
"Yemen","Other citrus fruit, n.e.c.",1969,0.0,0.0,25.36,160.76,47.0,7.0,0.054,1.02,0.2,83.51
"Yemen","Other citrus fruit, n.e.c.",1970,0.0,0.0,25.23,170.1,45.0,7.72,0.061,1.15,0.41,67.13
"Yemen","Other citrus fruit, n.e.c.",1971,0.0,0.0,24.7,103.76,46.0,6.87,0.046,1.49,0.51,95.07
"Yemen","Other citrus fruit, n.e.c.",1972,0.0,0.0,24.98,109.59,45.0,7.99,0.047,1.18,0.7,31.83
"Yemen","Other citrus fruit, n.e.c.",1973,0.0,0.0,25.2,185.99,50.8,6.45,0.046,1.46,0.19,24.37
"Yemen","Other citrus fruit, n.e.c.",1974,0.0,0.0,24.93,200.2,57.1,6.77,0.027,1.38,0.4,1.16
"Yemen","Other citrus fruit, n.e.c.",1975,0.0,0.0,25.0,206.91,57.5,7.7,0.033,0.81,0.55,47.81
"Yemen","Other citrus fruit, n.e.c.",1976,0.0,0.0,25.14,171.04,56.6,6.84,0.05,1.04,0.33,59.13
"Yemen","Other citrus fruit, n.e.c.",1977,0.0,0.0,25.26,231.83,53.5,6.9,0.04,1.21,0.26,37.16
"Yemen","Other citrus fruit, n.e.c.",1978,0.0,0.0,25.14,138.84,51.0,6.99,0.042,0.81,0.41,73.19
"Yemen","Other citrus fruit, n.e.c.",1979,21.0,9524.0,25.2,189.64,52.8,8.08,0.032,1.09,0.38,37.81
"Yemen","Other citrus fruit, n.e.c.",1980,22.0,9091.0,25.38,104.58,50.6,8.05,0.038,0.95,0.32,4.51
"Yemen","Other citrus fruit, n.e.c.",1981,20.0,10000.0,25.19,138.4,50.6,7.27,0.045,1.0,0.41,13.94
"Yemen","Other citrus fruit, n.e.c.",1982,20.0,10500.0,25.2,116.51,51.1,7.96,0.058,0.98,0.38,51.85
"Yemen","Other citrus fruit, n.e.c.",1983,20.0,11000.0,25.12,252.08,51.3,6.53,0.049,1.18,0.64,38.87
"Yemen","Other citrus fruit, n.e.c.",1984,20.0,12500.0,24.86,100.14,46.3,7.48,0.028,0.93,0.41,14.69
"Yemen","Other citrus fruit, n.e.c.",1985,20.0,12500.0,25.16,126.12,48.7,7.3,0.033,0.92,0.29,80.58
"Yemen","Other citrus fruit, n.e.c.",1986,20.0,15000.0,25.15,166.77,52.3,6.52,0.025,1.31,0.34,54.58
"Yemen","Other citrus fruit, n.e.c.",1987,20.0,18000.0,25.46,173.82,49.5,7.41,0.033,1.13,0.36,34.27
"Yemen","Other citrus fruit, n.e.c.",1988,11.0,20909.0,25.38,179.08,47.8,6.69,0.04,1.44,0.48,7.27
"Yemen","Other citrus fruit, n.e.c.",1989,13.0,24615.0,24.98,226.26,48.8,8.02,0.02,0.97,0.24,84.14
"Yemen","Other citrus fruit, n.e.c.",1990,13.0,24615.0,25.51,124.72,46.0,7.75,0.025,1.2,0.2,92.51
"Yemen","Other citrus fruit, n.e.c.",1991,26.0,26538.0,25.26,173.2,49.6,8.01,0.046,0.92,0.19,95.6
"Yemen","Other citrus fruit, n.e.c.",1992,26.0,27692.0,25.07,206.29,52.6,6.86,0.039,1.11,0.49,8.6
"Yemen","Other citrus fruit, n.e.c.",1993,26.0,27692.0,25.28,190.81,53.5,7.39,0.018,0.72,0.53,0.69
"Yemen","Other citrus fruit, n.e.c.",1994,26.0,27692.0,25.32,173.83,47.1,7.52,0.061,0.79,0.53,0.22
"Yemen","Other citrus fruit, n.e.c.",1995,27.0,30028.0,25.39,184.18,53.4,6.41,0.019,1.17,0.41,25.67
"Yemen","Other citrus fruit, n.e.c.",1996,28.0,32093.0,25.32,186.86,54.5,7.14,0.036,1.45,0.39,32.7
"Yemen","Other citrus fruit, n.e.c.",1997,29.0,34214.0,25.39,200.59,49.5,6.55,0.022,1.32,0.58,7.1
"Yemen","Other citrus fruit, n.e.c.",1998,30.0,36667.0,25.91,194.35,52.3,6.54,0.046,0.87,0.65,0.58
"Yemen","Other citrus fruit, n.e.c.",1999,31.0,38550.0,25.45,214.04,49.3,7.81,0.038,0.71,0.62,1.26
"Yemen","Other citrus fruit, n.e.c.",2000,30.0,40696.0,25.39,197.8,49.7,6.48,0.038,1.34,0.56,1.5
"Yemen","Other citrus fruit, n.e.c.",2001,30.0,42839.0,25.5,187.46,51.6,6.78,0.028,1.28,0.5,7.12
"Yemen","Other citrus fruit, n.e.c.",2002,30.0,44980.0,25.61,191.71,47.47,7.27,0.047,1.27,0.47,6.11
"Yemen","Other citrus fruit, n.e.c.",2003,30.0,47123.0,25.73,188.65,48.2,7.64,0.057,1.38,0.44,14.53
"Yemen","Other citrus fruit, n.e.c.",2004,31.0,49261.0,25.52,189.78,45.1,7.87,0.048,1.43,0.48,4.78
"Yemen","Other citrus fruit, n.e.c.",2005,31.0,51398.0,25.51,186.67,45.52,6.75,0.058,1.15,0.44,8.95
"Yemen","Other citrus fruit, n.e.c.",2006,31.0,53539.0,25.58,186.67,47.0,7.02,0.061,1.0,0.41,17.04
"Yemen","Other citrus fruit, n.e.c.",2007,31.0,55683.0,25.66,209.41,50.1,7.69,0.042,0.88,0.4,30.57
"Yemen","Other citrus fruit, n.e.c.",2008,30.0,57833.0,25.24,188.76,46.9,6.96,0.047,1.4,0.48,10.16
"Yemen","Other citrus fruit, n.e.c.",2009,32.0,59990.0,25.77,186.05,49.0,7.29,0.027,0.82,0.43,13.79
"Yemen","Other citrus fruit, n.e.c.",2010,33.0,62154.0,25.79,186.7,44.8,6.79,0.045,1.38,0.58,0.22
"Yemen","Other citrus fruit, n.e.c.",2011,34.0,64327.0,25.56,190.64,47.7,8.08,0.062,0.97,0.48,6.11
"Yemen","Other citrus fruit, n.e.c.",2012,35.0,67143.0,25.52,185.33,50.4,6.88,0.042,1.37,0.43,17.44
"Yemen","Other citrus fruit, n.e.c.",2013,35.0,68571.0,25.49,185.39,41.7,6.71,0.04,1.33,0.51,3.73
"Yemen","Other citrus fruit, n.e.c.",2014,35.0,70226.0,25.6,188.42,41.6,7.38,0.053,1.41,0.56,5.29
"Yemen","Other citrus fruit, n.e.c.",2015,36.0,74096.0,25.95,186.12,39.9,6.68,0.06,0.88,0.49,15.69
"Yemen","Other citrus fruit, n.e.c.",2016,36.0,69371.0,25.65,190.08,39.6,6.5,0.036,1.34,0.54,5.67
"Yemen","Other citrus fruit, n.e.c.",2017,35.0,73008.0,25.75,188.83,41.1,6.52,0.023,1.09,0.54,6.44
"Yemen","Other citrus fruit, n.e.c.",2018,35.0,74984.0,25.5,187.61,40.4,6.88,0.021,0.74,0.54,6.74
"Yemen","Other citrus fruit, n.e.c.",2019,36.0,70948.0,25.94,185.96,41.7,6.93,0.059,0.71,0.65,4.16
"Yemen","Other citrus fruit, n.e.c.",2020,36.0,71566.0,25.62,188.15,42.4,7.51,0.039,0.74,0.57,3.56
"Yemen","Other citrus fruit, n.e.c.",2021,36.0,71378.0,25.64,186.96,41.0,7.96,0.029,1.2,0.64,3.85
"Yemen","Other citrus fruit, n.e.c.",2022,37.0,70714.0,25.51,190.54,43.0,7.97,0.051,1.06,0.68,4.59
"Yemen","Other fruits, n.e.c.",1961,3000.0,95000.0,24.97,263.95,47.8,7.0,0.039,0.71,0.48,88.81
"Yemen","Other fruits, n.e.c.",1962,3100.0,93871.0,24.92,181.77,46.61,8.02,0.044,0.74,0.49,83.01
"Yemen","Other fruits, n.e.c.",1963,3200.0,92500.0,25.07,326.33,47.63,6.86,0.019,0.85,0.65,23.02
"Yemen","Other fruits, n.e.c.",1964,3300.0,91515.0,24.68,273.92,44.71,7.5,0.057,1.14,0.68,36.85
"Yemen","Other fruits, n.e.c.",1965,3400.0,90294.0,25.02,193.81,45.83,7.02,0.037,1.1,0.46,20.2
"Yemen","Other fruits, n.e.c.",1966,3500.0,83714.0,25.17,163.81,47.89,7.25,0.047,1.38,0.34,19.73
"Yemen","Other fruits, n.e.c.",1967,3600.0,82778.0,24.84,268.0,46.0,8.0,0.039,0.96,0.69,80.95
"Yemen","Other fruits, n.e.c.",1968,3700.0,82162.0,24.8,248.63,47.4,7.78,0.036,0.82,0.62,76.87
"Yemen","Other fruits, n.e.c.",1969,3800.0,86842.0,25.36,160.76,47.0,7.0,0.054,1.02,0.2,83.51
"Yemen","Other fruits, n.e.c.",1970,4000.0,87500.0,25.23,170.1,45.0,7.72,0.061,1.15,0.41,67.13
"Yemen","Other fruits, n.e.c.",1971,4500.0,84444.0,24.7,103.76,46.0,6.87,0.046,1.49,0.51,95.07
"Yemen","Other fruits, n.e.c.",1972,5000.0,76000.0,24.98,109.59,45.0,7.99,0.047,1.18,0.7,31.83
"Yemen","Other fruits, n.e.c.",1973,10000.0,71000.0,25.2,185.99,50.8,6.45,0.046,1.46,0.19,24.37
"Yemen","Other fruits, n.e.c.",1974,10000.0,72000.0,24.93,200.2,57.1,6.77,0.027,1.38,0.4,1.16
"Yemen","Other fruits, n.e.c.",1975,12000.0,60833.0,25.0,206.91,57.5,7.7,0.033,0.81,0.55,47.81
"Yemen","Other fruits, n.e.c.",1976,12300.0,63415.0,25.14,171.04,56.6,6.84,0.05,1.04,0.33,59.13
"Yemen","Other fruits, n.e.c.",1977,13900.0,61655.0,25.26,231.83,53.5,6.9,0.04,1.21,0.26,37.16
"Yemen","Other fruits, n.e.c.",1978,13900.0,65755.0,25.14,138.84,51.0,6.99,0.042,0.81,0.41,73.19
"Yemen","Other fruits, n.e.c.",1979,5100.0,47059.0,25.2,189.64,52.8,8.08,0.032,1.09,0.38,37.81
"Yemen","Other fruits, n.e.c.",1980,4860.0,50082.0,25.38,104.58,50.6,8.05,0.038,0.95,0.32,4.51
"Yemen","Other fruits, n.e.c.",1981,650.0,61538.0,25.19,138.4,50.6,7.27,0.045,1.0,0.41,13.94
"Yemen","Other fruits, n.e.c.",1982,720.0,58333.0,25.2,116.51,51.1,7.96,0.058,0.98,0.38,51.85
"Yemen","Other fruits, n.e.c.",1983,780.0,55128.0,25.12,252.08,51.3,6.53,0.049,1.18,0.64,38.87
"Yemen","Other fruits, n.e.c.",1984,880.0,50000.0,24.86,100.14,46.3,7.48,0.028,0.93,0.41,14.69
"Yemen","Other fruits, n.e.c.",1985,1000.0,45000.0,25.16,126.12,48.7,7.3,0.033,0.92,0.29,80.58
"Yemen","Other fruits, n.e.c.",1986,1060.0,43962.0,25.15,166.77,52.3,6.52,0.025,1.31,0.34,54.58
"Yemen","Other fruits, n.e.c.",1987,1086.0,43269.0,25.46,173.82,49.5,7.41,0.033,1.13,0.36,34.27
"Yemen","Other fruits, n.e.c.",1988,981.0,52610.0,25.38,179.08,47.8,6.69,0.04,1.44,0.48,7.27
"Yemen","Other fruits, n.e.c.",1989,1251.0,54580.0,24.98,226.26,48.8,8.02,0.02,0.97,0.24,84.14
"Yemen","Other fruits, n.e.c.",1990,1373.0,54705.0,25.51,124.72,46.0,7.75,0.025,1.2,0.2,92.51
"Yemen","Other fruits, n.e.c.",1991,1429.0,50637.0,25.26,173.2,49.6,8.01,0.046,0.92,0.19,95.6
"Yemen","Other fruits, n.e.c.",1992,1483.0,52711.0,25.07,206.29,52.6,6.86,0.039,1.11,0.49,8.6
"Yemen","Other fruits, n.e.c.",1993,1879.0,47392.0,25.28,190.81,53.5,7.39,0.018,0.72,0.53,0.69
"Yemen","Other fruits, n.e.c.",1994,1880.0,45500.0,25.32,173.83,47.1,7.52,0.061,0.79,0.53,0.22
"Yemen","Other fruits, n.e.c.",1995,2032.0,55842.0,25.39,184.18,53.4,6.41,0.019,1.17,0.41,25.67
"Yemen","Other fruits, n.e.c.",1996,2119.0,55168.0,25.32,186.86,54.5,7.14,0.036,1.45,0.39,32.7
"Yemen","Other fruits, n.e.c.",1997,2210.0,58986.0,25.39,200.59,49.5,6.55,0.022,1.32,0.58,7.1
"Yemen","Other fruits, n.e.c.",1998,2377.0,66390.0,25.91,194.35,52.3,6.54,0.046,0.87,0.65,0.58
"Yemen","Other fruits, n.e.c.",1999,2433.0,66297.0,25.45,214.04,49.3,7.81,0.038,0.71,0.62,1.26
"Yemen","Other fruits, n.e.c.",2000,2554.0,65439.0,25.39,197.8,49.7,6.48,0.038,1.34,0.56,1.5
"Yemen","Other fruits, n.e.c.",2001,2802.0,65978.0,25.5,187.46,51.6,6.78,0.028,1.28,0.5,7.12
"Yemen","Other fruits, n.e.c.",2002,2949.0,66097.0,25.61,191.71,47.47,7.27,0.047,1.27,0.47,6.11
"Yemen","Other fruits, n.e.c.",2003,2700.0,74074.0,25.73,188.65,48.2,7.64,0.057,1.38,0.44,14.53
"Yemen","Other fruits, n.e.c.",2004,2500.0,84000.0,25.52,189.78,45.1,7.87,0.048,1.43,0.48,4.78
"Yemen","Other fruits, n.e.c.",2005,2558.0,89347.0,25.51,186.67,45.52,6.75,0.058,1.15,0.44,8.95
"Yemen","Other fruits, n.e.c.",2006,2631.0,91311.0,25.58,186.67,47.0,7.02,0.061,1.0,0.41,17.04
"Yemen","Other fruits, n.e.c.",2007,2710.0,94502.0,25.66,209.41,50.1,7.69,0.042,0.88,0.4,30.57
"Yemen","Other fruits, n.e.c.",2008,2804.0,94365.0,25.24,188.76,46.9,6.96,0.047,1.4,0.48,10.16
"Yemen","Other fruits, n.e.c.",2009,2840.0,95250.0,25.77,186.05,49.0,7.29,0.027,0.82,0.43,13.79
"Yemen","Other fruits, n.e.c.",2010,2900.0,95390.0,25.79,186.7,44.8,6.79,0.045,1.38,0.58,0.22
"Yemen","Other fruits, n.e.c.",2011,2982.0,94027.0,25.56,190.64,47.7,8.08,0.062,0.97,0.48,6.11
"Yemen","Other fruits, n.e.c.",2012,3044.0,92898.0,25.52,185.33,50.4,6.88,0.042,1.37,0.43,17.44
"Yemen","Other fruits, n.e.c.",2013,3065.0,92744.0,25.49,185.39,41.7,6.71,0.04,1.33,0.51,3.73
"Yemen","Other fruits, n.e.c.",2014,3064.0,93143.0,25.6,188.42,41.6,7.38,0.053,1.41,0.56,5.29
"Yemen","Other fruits, n.e.c.",2015,2914.0,86318.0,25.95,186.12,39.9,6.68,0.06,0.88,0.49,15.69
"Yemen","Other fruits, n.e.c.",2016,2896.0,86385.0,25.65,190.08,39.6,6.5,0.036,1.34,0.54,5.67
"Yemen","Other fruits, n.e.c.",2017,9284.0,42066.0,25.75,188.83,41.1,6.52,0.023,1.09,0.54,6.44
"Yemen","Other fruits, n.e.c.",2018,11015.0,44205.0,25.5,187.61,40.4,6.88,0.021,0.74,0.54,6.74
"Yemen","Other fruits, n.e.c.",2019,14358.0,45248.0,25.94,185.96,41.7,6.93,0.059,0.71,0.65,4.16
"Yemen","Other fruits, n.e.c.",2020,2491.0,57507.0,25.62,188.15,42.4,7.51,0.039,0.74,0.57,3.56
"Yemen","Other fruits, n.e.c.",2021,2544.0,74831.0,25.64,186.96,41.0,7.96,0.029,1.2,0.64,3.85
"Yemen","Other fruits, n.e.c.",2022,3302.0,84293.0,25.51,190.54,43.0,7.97,0.051,1.06,0.68,4.59
"Yemen","Other pulses n.e.c.",1961,30000.0,10000.0,24.97,263.95,47.8,7.0,0.039,0.71,0.48,88.81
"Yemen","Other pulses n.e.c.",1962,30000.0,10000.0,24.92,181.77,46.61,8.02,0.044,0.74,0.49,83.01
"Yemen","Other pulses n.e.c.",1963,35000.0,10000.0,25.07,326.33,47.63,6.86,0.019,0.85,0.65,23.02
"Yemen","Other pulses n.e.c.",1964,35000.0,10000.0,24.68,273.92,44.71,7.5,0.057,1.14,0.68,36.85
"Yemen","Other pulses n.e.c.",1965,35000.0,10000.0,25.02,193.81,45.83,7.02,0.037,1.1,0.46,20.2
"Yemen","Other pulses n.e.c.",1966,40000.0,10000.0,25.17,163.81,47.89,7.25,0.047,1.38,0.34,19.73
"Yemen","Other pulses n.e.c.",1967,40000.0,10000.0,24.84,268.0,46.0,8.0,0.039,0.96,0.69,80.95
"Yemen","Other pulses n.e.c.",1968,40000.0,10000.0,24.8,248.63,47.4,7.78,0.036,0.82,0.62,76.87
"Yemen","Other pulses n.e.c.",1969,45000.0,10000.0,25.36,160.76,47.0,7.0,0.054,1.02,0.2,83.51
"Yemen","Other pulses n.e.c.",1970,65000.0,7692.0,25.23,170.1,45.0,7.72,0.061,1.15,0.41,67.13
"Yemen","Other pulses n.e.c.",1971,65000.0,9231.0,24.7,103.76,46.0,6.87,0.046,1.49,0.51,95.07
"Yemen","Other pulses n.e.c.",1972,60000.0,10000.0,24.98,109.59,45.0,7.99,0.047,1.18,0.7,31.83
"Yemen","Other pulses n.e.c.",1973,60000.0,9333.0,25.2,185.99,50.8,6.45,0.046,1.46,0.19,24.37
"Yemen","Other pulses n.e.c.",1974,65000.0,9846.0,24.93,200.2,57.1,6.77,0.027,1.38,0.4,1.16
"Yemen","Other pulses n.e.c.",1975,72000.0,9861.0,25.0,206.91,57.5,7.7,0.033,0.81,0.55,47.81
"Yemen","Other pulses n.e.c.",1976,76000.0,10000.0,25.14,171.04,56.6,6.84,0.05,1.04,0.33,59.13
"Yemen","Other pulses n.e.c.",1977,72000.0,11389.0,25.26,231.83,53.5,6.9,0.04,1.21,0.26,37.16
"Yemen","Other pulses n.e.c.",1978,76000.0,10132.0,25.14,138.84,51.0,6.99,0.042,0.81,0.41,73.19
"Yemen","Other pulses n.e.c.",1979,74000.0,10676.0,25.2,189.64,52.8,8.08,0.032,1.09,0.38,37.81
"Yemen","Other pulses n.e.c.",1980,75000.0,10667.0,25.38,104.58,50.6,8.05,0.038,0.95,0.32,4.51
"Yemen","Other pulses n.e.c.",1981,73556.0,10824.0,25.19,138.4,50.6,7.27,0.045,1.0,0.41,13.94
"Yemen","Other pulses n.e.c.",1982,69086.0,10902.0,25.2,116.51,51.1,7.96,0.058,0.98,0.38,51.85
"Yemen","Other pulses n.e.c.",1983,69166.0,5721.0,25.12,252.08,51.3,6.53,0.049,1.18,0.64,38.87
"Yemen","Other pulses n.e.c.",1984,22566.0,16685.0,24.86,100.14,46.3,7.48,0.028,0.93,0.41,14.69
"Yemen","Other pulses n.e.c.",1985,32000.0,13857.0,25.16,126.12,48.7,7.3,0.033,0.92,0.29,80.58
"Yemen","Other pulses n.e.c.",1986,27668.0,17284.0,25.15,166.77,52.3,6.52,0.025,1.31,0.34,54.58
"Yemen","Other pulses n.e.c.",1987,24703.0,15989.0,25.46,173.82,49.5,7.41,0.033,1.13,0.36,34.27
"Yemen","Other pulses n.e.c.",1988,2052.0,7057.0,25.38,179.08,47.8,6.69,0.04,1.44,0.48,7.27
"Yemen","Other pulses n.e.c.",1989,2422.0,12820.0,24.98,226.26,48.8,8.02,0.02,0.97,0.24,84.14
"Yemen","Other pulses n.e.c.",1990,3638.0,13106.0,25.51,124.72,46.0,7.75,0.025,1.2,0.2,92.51
"Yemen","Other pulses n.e.c.",1991,3474.0,11036.0,25.26,173.2,49.6,8.01,0.046,0.92,0.19,95.6
"Yemen","Other pulses n.e.c.",1992,4391.0,14434.0,25.07,206.29,52.6,6.86,0.039,1.11,0.49,8.6
"Yemen","Other pulses n.e.c.",1993,4445.0,14607.0,25.28,190.81,53.5,7.39,0.018,0.72,0.53,0.69
"Yemen","Other pulses n.e.c.",1994,4644.0,14862.0,25.32,173.83,47.1,7.52,0.061,0.79,0.53,0.22
"Yemen","Other pulses n.e.c.",1995,4959.0,14263.0,25.39,184.18,53.4,6.41,0.019,1.17,0.41,25.67
"Yemen","Other pulses n.e.c.",1996,5155.0,14155.0,25.32,186.86,54.5,7.14,0.036,1.45,0.39,32.7
"Yemen","Other pulses n.e.c.",1997,5174.0,13989.0,25.39,200.59,49.5,6.55,0.022,1.32,0.58,7.1
"Yemen","Other pulses n.e.c.",1998,5482.0,15409.0,25.91,194.35,52.3,6.54,0.046,0.87,0.65,0.58
"Yemen","Other pulses n.e.c.",1999,5441.0,15437.0,25.45,214.04,49.3,7.81,0.038,0.71,0.62,1.26
"Yemen","Other pulses n.e.c.",2000,5443.0,15236.0,25.39,197.8,49.7,6.48,0.038,1.34,0.56,1.5
"Yemen","Other pulses n.e.c.",2001,5499.0,14814.0,25.5,187.46,51.6,6.78,0.028,1.28,0.5,7.12
"Yemen","Other pulses n.e.c.",2002,4963.0,14777.0,25.61,191.71,47.47,7.27,0.047,1.27,0.47,6.11
"Yemen","Other pulses n.e.c.",2003,5000.0,14800.0,25.73,188.65,48.2,7.64,0.057,1.38,0.44,14.53
"Yemen","Other pulses n.e.c.",2004,8290.0,12298.0,25.52,189.78,45.1,7.87,0.048,1.43,0.48,4.78
"Yemen","Other pulses n.e.c.",2005,8473.0,11422.0,25.51,186.67,45.52,6.75,0.058,1.15,0.44,8.95
"Yemen","Other pulses n.e.c.",2006,8933.0,11572.0,25.58,186.67,47.0,7.02,0.061,1.0,0.41,17.04
"Yemen","Other pulses n.e.c.",2007,8900.0,11798.0,25.66,209.41,50.1,7.69,0.042,0.88,0.4,30.57
"Yemen","Other pulses n.e.c.",2008,9000.0,12222.0,25.24,188.76,46.9,6.96,0.047,1.4,0.48,10.16
"Yemen","Other pulses n.e.c.",2009,9600.0,11979.0,25.77,186.05,49.0,7.29,0.027,0.82,0.43,13.79
"Yemen","Other pulses n.e.c.",2010,10990.0,12682.0,25.79,186.7,44.8,6.79,0.045,1.38,0.58,0.22
"Yemen","Other pulses n.e.c.",2011,10000.0,10000.0,25.56,190.64,47.7,8.08,0.062,0.97,0.48,6.11
"Yemen","Other pulses n.e.c.",2012,10550.0,12867.0,25.52,185.33,50.4,6.88,0.042,1.37,0.43,17.44
"Yemen","Other pulses n.e.c.",2013,10144.0,13358.0,25.49,185.39,41.7,6.71,0.04,1.33,0.51,3.73
"Yemen","Other pulses n.e.c.",2014,10772.0,12394.0,25.6,188.42,41.6,7.38,0.053,1.41,0.56,5.29
"Yemen","Other pulses n.e.c.",2015,11124.0,12337.0,25.95,186.12,39.9,6.68,0.06,0.88,0.49,15.69
"Yemen","Other pulses n.e.c.",2016,10680.0,13272.0,25.65,190.08,39.6,6.5,0.036,1.34,0.54,5.67
"Yemen","Other pulses n.e.c.",2017,11234.0,12240.0,25.75,188.83,41.1,6.52,0.023,1.09,0.54,6.44
"Yemen","Other pulses n.e.c.",2018,11013.0,13211.0,25.5,187.61,40.4,6.88,0.021,0.74,0.54,6.74
"Yemen","Other pulses n.e.c.",2019,10976.0,12900.0,25.94,185.96,41.7,6.93,0.059,0.71,0.65,4.16
"Yemen","Other pulses n.e.c.",2020,11074.0,12780.0,25.62,188.15,42.4,7.51,0.039,0.74,0.57,3.56
"Yemen","Other pulses n.e.c.",2021,11021.0,12963.0,25.64,186.96,41.0,7.96,0.029,1.2,0.64,3.85
"Yemen","Other pulses n.e.c.",2022,11024.0,12881.0,25.51,190.54,43.0,7.97,0.051,1.06,0.68,4.59
"Yemen","Other stimulant, spice and aromatic crops, n.e.c.",2009,158908.0,11501.0,25.77,186.05,49.0,7.29,0.027,0.82,0.43,13.79
"Yemen","Other stimulant, spice and aromatic crops, n.e.c.",2010,165141.0,11231.0,25.79,186.7,44.8,6.79,0.045,1.38,0.58,0.22
"Yemen","Other stimulant, spice and aromatic crops, n.e.c.",2011,167885.0,11285.0,25.56,190.64,47.7,8.08,0.062,0.97,0.48,6.11
"Yemen","Other stimulant, spice and aromatic crops, n.e.c.",2012,173065.0,11545.0,25.52,185.33,50.4,6.88,0.042,1.37,0.43,17.44
"Yemen","Other stimulant, spice and aromatic crops, n.e.c.",2013,173828.0,11648.0,25.49,185.39,41.7,6.71,0.04,1.33,0.51,3.73
"Yemen","Other stimulant, spice and aromatic crops, n.e.c.",2014,174035.0,11623.0,25.6,188.42,41.6,7.38,0.053,1.41,0.56,5.29
